document	label
헐. 나 이벤트에 당첨되었어!	0
내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 그냥 한 번 해봤더니 내가 된 거야!	0
딱 한명 뽑는 거였어. 거기서 내가 됐어.	0
그동안 열심히 달리고 노력했어. 그랬더니 결과가 너무 좋아.	0
신나는 음악을 들으면서 춤을 추는 것도 좋을 거 같아.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
뛰는 순간은 힘들었지만 결승선을 밟는 순간 그 피로가 싹 가시더라고.	0
조금 비싸. 백 만원이 넘어. 백 오십만원 정도 해.	0
그렇지 않아도 지금 뜯었어. 그런데 상품은 아주 좋아! 너무 마음에 들어.	0
드디어 구매한 노트북이 도착했어!	0
그런것도 있었어? 좋은 정보 정말 고마워.	0
내가 달리기 운동을 너무 좋아해서 매년 열리는 마라톤 대회에 출전했더니 기록이 점점 좋아지는 거 같아.	0
함께 달리는 크루가 있어서 서로 응원하면서 격려해줘서 너무나 힘이 돼.	0
함께 달리는 크루가 있어서 서로 도와주고 하니까 너무나 큰 힘이 돼.	0
헐! 나 이벤트 당첨 됐어!	0
비싼 향수를 당첨 선물로 받았다고 주위 사람들한테 자랑했어. 다들 부러워 하더라고.	0
그렇잖아도 친구들하고는 약속 벌써 다 잡았지.	0
헐! 나 이벤트 당첨 되었어!	0
내가 좋아하는 인플루언서가 이벤트를 하더라고. 그래서 한 번 신청 해봤지!	0
한 명 뽑는데 내가 된 거야!	0
아니야. 선수 급은 아니고 그냥 내가 노력한 결과를 얻은 것 같애서 너무 좋다는 거야.	0
결승선에 들어서는 순간 힘들었던게 싹 잊혀지더라고.	0
알바비를 조금씩 모아서 산거기 땜에 비싼건 못 샀어.	0
정말 그런 보험도 있었어? 당연히 가입해야지.	0
나 드디어 프로젝트 끝났어!	0
벌써 친구들이랑 내일 만나기로 약속 잡았어.	0
그것도 내일 친구들이랑 만나서 계획 할 거야!	0
친구들을 만나보고 시간이 좀 남으면 어디가서 여행을 가서.	0
헐! 나 이벤트 당첨 됐어!	0
달리는 동안은 너무 지치고 힘들었는데 결승선에 들어서는 순간 너무 기분이 좋았어. 마음이 홀가분했어.	0
나 드디어 프로젝트 끝났어!	0
그것도 좋은 생각이야. 오랜만에 친구도 만나고 신나게 놀아야되겠어.	0
너무 맘에 들어. 평소에 내가 원했던 향수야.	0
그 전에보다 지금 얼마나 많은 노력을 했는지 요번에는 한참이나 기록이 올라갔어.	0
영화도 보고 게임도 하고 음악도 듣고 할 일이 너무 많아! 채팅도 하고 두루두루 기분이 좋아.	0
평소에 좋아하던 인플루언서인데 이벤트를 한다기에 그냥 한 번 해봤지! 그랬더니 당첨이 된 거야!	0
이게 상품이 좋은 거라서 딱 한 명만 뽑는 거였어.	0
"우와. 우와, 정말 그런 보험도 다 있어? 꿀 같은 팁 정말 고마워!"	0
나 프로젝트 드디어 끝냈어.	0
지금 마음 같아선 뭐라도 다 하고 싶어. 다 알려줘. 뭘 해야될지.	0
나 프로젝트 드디어 끝났다?	0
어 완전히 끝났어. 다 마무리 됐어.	0
최종 발표를 마쳤으니까 프로젝트가 끝난거지!	0
신나는 음악을 들으면서 춤이라도 추고 싶어.	0
프로젝트 하느라고 한달 동안 친구를 못 만났었는데 친구를 이번 기회에 만나봐야겠어. 너무 신나!	0
프로젝트 하느라고 머리가 너무 아팠는데 어디 여행을 가서 머리 좀 식히고 오는 것도 좋을 것 같아. 어디로 가볼까?	0
최종 발표를 마쳤으니까 프로젝트가 완전히 끝난거야. 너무 신나!	0
신나는 음악을 들으면서 좀 즐기는 것도 괜찮을 거 같아!	0
프로젝트 하느라고 머리가 너무 아팠는데 이번 기회에 여행을 가서 머리 좀 식히고 와야겠어.	0
프로젝트 하느라고 머리가 너무 아팠는데 이번 기회에 여행을 가서 머리 좀 식히고 와야겠어.	0
나 드디어 프로젝트 끝났어!	0
그동안 얼마나 열심히 했는지 말도 못하게 힘들었는데 이제 완전히 끝났어!	0
신나게 놀아야 되겠어. 맛있는 것도 먹고 음악도 틀고. 신나게 친구도 만나고!	0
정말 여행도 가고 싶어. 요즘은 휴가철이라 갈데도 많은 것 같아.	0
그래? 알았어. 고마운 얘기야. 언제든 이야기할게.	0
프로젝트를 하느라고 매일 바쁘고 힘들었는데 이번 기회에 여행을 가서 마음을 좀 휴식을 취하고 와야겠어.	0
축하해줘. 나 기분 좋은 일이 생겼어.	0
달리는 동안에는 너무 힘들고 지쳤는데 결승선을 통과하는 순간 기분이 너무 좋았어. 날아갈 것 같았어.	0
함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 돼줘.	0
헐! 나 이벤트에 당첨 됐어!	0
내가 좋아하는 인플루언서가 진행하는 이벤트에 당첨된 거야. 너무 기뻐!	0
당첨자는 한 명 뽑는 건데 내가 된 거야. 정말 행운이지?	0
당첨 선물이 내가 예전부터 갖고 싶었던 향수라서 너무 좋아. 너무 마음에 들어.	0
친구들한테 이벤트에 당첨됐다고 이야기 했더니 친구들이 엄청 부러워 한다?	0
나 드디어 프로젝트 끝냈어!	0
그럼. 주말에도 쉬지도 못하고 얼마나 고생한 건데. 어제부로 당당히 끝냈어.	0
그거 좋네. 신나는 음악 좀 부탁해.	0
그럼 더 바랄 나위도 없네. 내일 만나서 친구들이랑 상의해봐야 되겠어.	0
알았어. 내일 친구들이랑 만나서 여행 계획도 좀 세우고 재미있게 놀 거야.	0
기다리던 노트북이 와서 정말 기뻐. 140만원 주고 샀어.	0
노트북을 밖에 갖고 나갈 일도 생길 수도 있으니까 보험 가입을 생각해봐야겠어.	0
노트북을 가지고 나갈 일이 생길 수도 있으니까 보험 가입을 생각해봐야겠어.	0
프로젝트에 최종 발표를 마쳤으니까 모두 다 끝난 거야. 너무 홀가분해.	0
너무 기분이 좋아서 신나는 음악을 들으면서 춤추고 싶어.	0
프로젝트를 하느라고 한달동안 친구를 못만났는데 못만났던 친구들을 만날 약속을 잡아야겠어.	0
오랜만에 여기저기 여행하면서 마음의 여유를 갖는 것도 좋을 것 같아.	0
헐. 나 이벤트에 당첨됐어.	0
비싼 향수를 당첨선물로 받았으니까 주변 사람들한테 엄청 자랑했어. 너무 부러워 하더라구.	0
비싼 향수를 당첨선물로 받아서 친구들한테 엄청 자랑했어. 친구들이 다들 부러워했어.	0
나 드디어 프로젝트 끝났어.	0
나 드디어 프로젝트 끝났어.	0
한 달 동안 얼마나 열심히 했는지 쉬지도 않고 일을 했어. 진짜 끝났어.	0
그래. 음악도 듣고 맛있는 것도 먹고 친구들도 만나야 되겠어.	0
드디어 구매한 노트북이 도착했어.	0
노트북 상태가 너무 궁금해서 오자마자 노트북을 살펴봤어. 노트북을 켜보니까 너무 작동을 잘하고 문제있는 곳이 한곳도 없었어.	0
가끔 바깥에 나가서 작업할 일도 생기니까 아무래도 컴퓨터 보험을 들어볼 생각을 해봐야겠어.	0
가끔 밖에 나가서 작업할 일도 생길테니까 컴퓨터 보험 가입을 생각해봐야겠어.	0
몇 명 안 돼. 한두명 뽑는 거 같아. 이건 행운이야.	0
헐. 나 이벤트 당첨됐어.	0
한달 동안 프로젝트를 진행하느라고 친구들을 못만났는데 친구를 만나는 것도 좋은 방법 같아.	0
너의 말대로 오랜만에 여행을 가는 것도 의미가 있을 거 같아.	0
노트북이 늦게 배송 돼서 걱정하고 있었는데 오늘 도착해서 기분이 좋아. 120만원짜리 노트북을 구매했어.	0
노트북을 밖에 가지고 나갈 일이 생길 수도 있으니까 노트북 보험에 대해서 생각해볼게.	0
노트북 메뉴얼을 보면서 어떻게 사용해야 하는지 생각해볼게.	0
그럼. 한 달 간 주말도 반납하고 얼마나 열심히 일했는데.	0
알았어. 뭐든 하고 싶어. 다 알려줘.	0
벌써 내일 다 만나기로 약속했지.	0
만나서 여행 계획 세우기로 했어.	0
헐! 나 이벤트에 당첨 되었어!	0
내가 좋아하는 인플루언서가 이벤트를 열었더라고. 그래서 그냥 신청해봤지.	0
딱 한 명 뽑는데 내가 된 거야.	0
응. 비싸서 못 산 향수였어.	0
아직 안했어. 상품이 오면 같이 자랑해야지.	0
나 드디어 프로젝트가 끝났어!	0
"어, 그럼. 완전 끝났어. 정말 좋다."	0
응. 그거 너무 좋을 거 같은데? 한 번 해볼게.	0
우와. 그것도 진짜 좋을 거 같아. 너무 고맙다.	0
좋을 거 같아. 생각 한 번 해볼게.	0
나 축하해줘. 기분 좋은 일이 생겼어.	0
선수처럼 잘 뛰진 않고 내 기록보다 훨씬 기록이 단축되었어.	0
결승선을 통과하는 순간 힘들었던게 싹 잊혀지더라고.	0
당연히 서로 의지하면서 뛰는 사람들 있지.	0
신나는 음악을 듣는 것도 엄청 좋을 것 같아.	0
여행 계획을 세워서 여행을 다녀오는 것도 의미가 있을 것 같아.	0
노트북이 비싸니까 노트북 보험에 가입하는 것도 괜찮을 거 같아. 생각해볼게.	0
나 드디어 프로젝트 끝냈어!	0
신나는 음악 좋지.	0
친구들한테 당장 약속 할게.	0
알았어. 친구들하고 만나서 여행 계획 세울게.	0
헐! 나 이벤트에 당첨되었어!	0
유명한 인플루언서가 이벤트를 내걸었더라고.	0
딱 한 명 뽑는데 그게 내가 되었어!	0
당연하지! 완전 비싼 향수야.	0
이번에 마라톤 대회에서 내 기록이 많이 단축되었어!	0
선수처럼 잘 뛰진 않아. 그냥 내 기록이 향상되었다는 뜻이야.	0
같이 운동하던 사람들이랑 뛰었어.	0
드디어 구매한 노트북이 오늘 왔어!	0
비싼 건 사지 못했어. 용돈을 아껴서 샀거든.	0
할게 많아. 영화도 보고 프로젝트도 해야 해!	0
그런게 있으면 당장 가입해야지.	0
나 드디어 프로젝트 끝냈어!	0
그래. 그거 너무 좋은 생각인걸?	0
안 그래도 약속 잡으려고 해.	0
그래. 너무 좋다.	0
아니. 자랑 안했어.	0
응! 엄청 싼 거 샀어.	0
노트북으로 영화 볼 거야.	0
나 드디어 프로젝트 끝났어!	0
완전히 끝났어. 속이 아주 시원해. 그 동안 열심히 일을 했거든. 쉬지도 못하고 너무 힘들었어.	0
그래. 음악도 듣고 좀 쉬어야겠어. 그리고 맛있는 것도 해 먹으면서.	0
"친구도 너무 보고 싶다. 한 달 동안 못봤더니 궁금해. 그래, 만나야겠어."	0
여행 좋지. 그런데 혼자 가기는 싫어. 그렇다고 친구들하고 갈 수가 없어. 시간이 안 맞거든.	0
헐. 나 이벤트 당첨됐어!	0
한 명 뽑는 거였는데 운이 너무 좋게 내가 당첨이 됐어! 너무 행운이야.	0
그동안 내가 너무 갖고 싶었던 향수야. 비싸서 못 샀는데 이렇게 운이 좋았어.	0
친구한테 자랑했더니 너무 부러워하더라고. 좀 샘도 나는 거 같애.	0
드디어 구매한 노트북이 도착했어! 뜯어 봐야지.	0
200만원짜리 노트북을 샀는데 배송이 늦어져서 걱정하고 있었어. 그런데 오늘 도착해서 너무 기분이 좋아.	0
알았어. 지금 노트북을 뜯어보고 괜찮은지 여기저기 살펴볼게.	0
내가 지금 생각하고 있는 만화가 있는데 노트북으로 만화를 그릴거야. 너무 기대가 돼!	0
밖에 가지고 나가서 작업할 일도 생기니까 너의 말대로 노트북 보험에 대해서 생각을 해볼게.	0
나 드디어 프로젝트 끝냈어!	0
응. 한 달 만에 완전히 끝냈어.	0
그러면 클럽을 가야해?	0
내일 친구들 만나서 클럽 가기로 했어.	0
알았어. 만나서 여행 계획 세워볼게.	0
나 이벤트에 당첨되었대!	0
내가 좋아하는 인플루언서가 이벤트를 하더라고.	0
한 명 뽑는데 내가 당첨된 거야!	0
너무너무 마음에 들어. 비싼 향수야.	0
아직 당첨된 거 말 안했어. 선물 오면 하려고.	0
나 축하해줘! 기분 좋은 일이 있었어.	0
마라톤 대회 신청했었는데 생각보다 내 기록이 너무 잘 나왔어.	0
선수처럼 잘 뛰진 않고 내 기록이 향상 된 것 같애.	0
결승선을 통과하는 순간 모든 힘든게 싹 사라져버리더라고.	0
그럼. 같이 운동하는 사람들 있지.	0
헐! 나 이벤트에 당첨 되었어!	0
"내가 너무나 좋아하는 인플루언서가 있는데, 인플루언서가 진행하는 이벤트에 당첨 된 거야!"	0
당첨자가 한 명이었는데 내가 당첨된 거야! 정말 운이 좋지?	0
당첨 선물이 내가 너무나 갖고 싶었던 향수라서 너무나 마음에 들어!	0
내가 주변 사람들한테 이벤트에 당첨돼서 비싼 향수를 받았다고 자랑했더니 다들 부러워 해.	0
나 축하해줘. 기분 좋은 일이 있어.	0
내가 10km 마라톤 대회에 출전했는데 이전의 내 기록을 갱신했어. 너무 기분이 좋아.	0
선수는 아니고 내가 달리는 운동을 너무 좋아해서 매년 마라톤 대회에 출전하고 있어. 그래서 내 기록을 갱신하려고 노력하고 있어.	0
뛰는 동안에는 정말 힘들었는데 결승선을 통과하는 순간 정말 기분이 날아갈 것 같았어.	0
함께 달리는 크루가 있어서 내가 지치고 힘들 때마다 큰 힘이 돼. 그래서 이번 기록도 잘 나온 것 같아.	0
드디어 구매한 노트북이 오늘 도착했어!	0
저렴한걸로 샀어.	0
알았어. 사용 설명서 보고 잘 살펴볼게.	0
영화 다운 받아서 보고 싶어.	0
그런게 있었으면 바로 가입을 해야지.	0
나 드디어 프로젝트가 끝났어!	0
오늘 최종 발표를 마쳤으니까 완전히 끝난 거야. 마음이 너무 홀가분해.	0
신나는 음악을 듣는 것도 좋지! 오늘 기분이 날아갈 것 같아.	0
프로젝트를 하느라고 그 동안 한달 동안 친구들을 못 만났는데 못 만났던 친구들을 만나는 것도 좋을 것 같아.	0
너의 말대로 시간이 되면 여행을 다녀오는 것도 의미가 있을 것 같아.	0
드디어 구매한 노트북이 도착했어! 뜯어 봐야지.	0
200만원짜리 노트북을 구입했는데 배송이 늦어져서 엄청 걱정했어. 오늘 도착해서 너무 기분이 좋아.	0
지금 노트북을 여기저기 살펴봤는데 전원도 잘 켜지고 작동도 잘 돼. 문제 있는 곳이 아무데도 없는 것 같아.	0
노트북을 가지고 원고를 써서 그림책을 완성할 거야.	0
노트북을 비싸게 주고 샀으니까 오래 쓸 수 있도록 노트북 보험에 대해서 좀 생각해 봐야겠어.	0
나 프로젝트 완전히 끝냈어!	0
어. 한달 동안 완전히 개고생 했어.	0
다 할 거야. 다 알려줘.	0
알았어. 내일 친구들이랑 만나서 여행 계획 세워볼게.	0
헐! 나 이벤트에 당첨 되었어!	0
유명한 인플루언서가 하는 이벤트야!	0
한 명 뽑는데 내가 되었어!	0
완전 마음에 들어. 비싼 향수거든.	0
아니. 선물이 오면 같이 자랑할 거야.	0
나 축하해줘! 기분 좋은 일이 있었어.	0
"이번에 마라톤 대회 출전했는데, 내 기록이 상당히 좋아졌더라고?"	0
그렇게 잘 달리진 않고. 내 기록을 많이 단축시켰어.	0
맞아. 결승선을 통과하는 동안 내 마음은 날아가는 듯이 힘든게 싹 사라지더라고.	0
당연하지. 직장 동료들이랑 같이 해.	0
헐! 나 이벤트에 당첨 되었어!	0
내가 좋아하는 인플루언서가 진행하는 이벤트가 있었는데 거기에 당첨됐어!	0
당첨자는 한 명 뽑는 건데 내가 당첨됐어! 정말 운이 좋은 거 같아.	0
당첨 선물이 내가 갖고 싶었던 향수라서 너무나 마음에 들어.	0
그럼. 사람들한테 내가 이벤트에 당첨돼서 비싼 향수를 받았다고 자랑했어.	0
나 축하해줘! 기분 좋은 일이 생겼어.	0
내가 10km 마라톤 대회에 출전했는데 이전의 내 기록을 갱신했어!	0
선수는 아니지만 내가 달리는 운동을 너무 좋아해서 매년 열리는 마라톤 대회에 출전하고 있어.	0
달리는 동안에는 너무 지치고 힘들었는데 결승선을 통과하는 순간 기분이 너무 좋았어.	0
함께 달리는 크루가 있어서 내가 지치고 힘들 때 큰 힘이 되어줬어. 그래서 이번 기록도 세울 수 있었던 거 같아.	0
드디어 구매한 노트북이 오늘 도착했어!	0
용돈을 모아서 산 거기 때문에 비싼 거 못샀어.	0
알았어. 사용 설명서 보고 꼼꼼히 살펴볼게.	0
할게 너무 많아. 영화도 보고 프로젝트도 끝내야 돼.	0
좋은 정보인데? 고마워.	0
나 드디어 프로젝트가 끝났어!	0
노트북으로 할 일이 너무 많아. 영화도 보고 게임도 다운 받아야되고. 그리고 프로젝트도 해야 돼.	0
그런게 있으면 지금 바로 가입해야지.	0
"어, 마라톤에서 기록을 갱신했어!"	0
"어, 그래. 지금 살펴볼려고."	0
공부도 하고 영화도 보려고.	0
응. 알았어. 알아볼게.	0
헐! 나 이벤트에 당첨 되었어!	0
내가 예전부터 받고 싶었던 향수를 선물로 받아서 엄청 마음에 들어!	0
엄청 비싼 향수를 당첨 선물로 받았다고 했더니 다들 부러워 해.	0
10km 마라톤 대회에 나갔는데 거기서 내 기록을 갱신했어! 예전 기록보다 훨씬 갱신했어.	0
내가 달리는 운동을 너무나 좋아해서 열심히 연습해서 매번 마라톤 대회에 진출해. 그래서 내 기록을 갱신하려고 노력하고 있어.	0
달리는 동안에는 무척 지치고 힘들었는데 결승선을 통과하는 순간 날아갈 것처럼 기뻤어.	0
함께 달리는 크루가 있어서 내가 지치고 힘들 때마다 큰 힘이 돼.	0
나 드디어 프로젝트가 끝났어!	0
나 드디어 프로젝트 끝냈어!	0
안그래도 친구들한테 연락했어.	0
여행도 너무 좋지!	0
노트북이 도착하자마자 이리저리 살펴봤는데 노트북이 작동도 잘하고 이상한 곳이 한 군데도 없었어.	0
헐! 나 이벤트 당첨 됐어!	0
아니. 그 정도는 아니야.	0
응. 좀 힘들었지만 괜찮았어.	0
나 프로젝트 드디어 끝났어!	0
내일 다 만나기로 약속했어.	0
알았어. 친구들을 만나면 여행 계획도 한 번 세워 볼게.	0
헐! 나 이벤트에 당첨 되었대!	0
좋아하는 인플루언서가 이벤트를 한다고 하더라고. 그래서 그냥 해봤지.	0
그게 내가 된 거야.	0
엄청 마음에 들어. 완전 비싼 향수거든.	0
이번에 마라톤 대회 출전했잖아. 그런데 생각보다 좋은 기록으로 결승선을 통과했어!	0
아니. 선수들보다는 기록이 많이 쳐지지. 그냥 내 기록보다 좋았다고.	0
맞아. 같이 서로 의지해가면서 뛰는 사람들이 있었어.	0
당첨자는 한 명 뽑는 거였는데 내가 당첨됐어! 나 운이 정말 좋은 거 같아.	0
내가 예전부터 갖고 싶었던 향수가 당첨 선물이라서 너무 마음에 들어.	0
당연하지! 사람들한테 당첨 선물이 비싼 향수라고 말을 했더니 다들 부러워 해.	0
10km 마라톤 대회에 출전했는데 거기서 예전 내 기록을 갱신했어! 너무 기분이 좋아.	0
드디어 구매한 노트북이 오늘 도착했어!	0
할게 너무 많아. 영화도 봐야되고 프로젝트도 해야 돼.	0
드디어 프로젝트 끝났어!	0
완전히 마무리 됐어.	0
어. 주말에 친구들이랑 약속했어.	0
나는 쉴래. 여행은 좀 있다가 생각해보고.	0
헐! 나 이벤트 당첨 됐어!	0
내가 자주 보는 인플루언서가 이벤트 했는데 나 거기 당첨됐어.	0
딱 한 명 뽑는 거야. 근데 내가 됐어!	0
어. 내가 진짜 가지고 싶었던 화장품인데 너무 비싸서 못 사고 있었거든. 근데 그게 당첨 됐어.	0
나 축하해줘! 기분 좋은 일 있어.	0
이번에 10km 마라톤 나갔는데 내 기록 깼어.	0
그 정도는 아니고.	0
어. 같이 맨날 달리기 하는 친구들 있어.	0
나 노트북 산 거 왔어. 빨리 뜯어 봐야지!	0
어. 빨리 뜯어서 켜봐야겠어.	0
뭐 문서 작업도 하고 영화도 보고.	0
어 정말? 그 보험 들어야겠다!	0
나 드디어 프로젝트 끝났어!	0
한달동안 얼마나 열심히 했는데. 쉬는 날도 못 쉬고 너무 힘들었어. 이제 정말 끝났어!	0
그래. 친구도 만나고 친구랑 수다도 떨고 재미있게 놀다 와야 되겠어.	0
여행 너무 좋지. 갈 수 있을까? 혼자 가는 건 재미가 없을 것 같아. 생각은 해볼게.	0
헐. 나 이벤트 당첨됐어!	0
마라톤 대회에서 내가 이전에 기록을 깨고 갱신했어!	0
정말 너무 기분이 좋더라고. 내가 이 맛을 보려고 열심히 최선을 다한 것 같아.	0
아니. 혼자서 그냥 쉬엄쉬엄 열심히 연습한 거 밖에 없어.	0
이백만원이 넘었어. 내가 조금 무리를 해서 샀거든.	0
할게 너무 많아. 영화도 보고 음악도 듣고 게임도 하고 두루두루 할게 많을 거 같아.	0
나 드디어 프로젝트가 끝났어!	0
최종 발표를 마쳤으니까 모든게 다 끝났어! 너무 홀가분해.	0
신나는 음악을 듣는 것도 너무 좋을 것 같아.	0
이번 기회에 그동안 못 갔던 여행을 갔다오는 것도 좋을 것 같다.	0
드디어 구매한 노트북이 도착했어! 뜯어 봐야지.	0
지금 뜯어보고 노트북을 확인해봤는데 작동이 너무 잘 되고 이상한 곳이 아무데도 없어. 정말 좋아!	0
노트북으로 포토샵을 깔아서 만화 작업을 할거야. 정말 잘 될 거 같아.	0
나 드디어 프로젝트 끝났어!	0
당연하지! 한달 간 얼마나 고생했는데.	0
친구들하곤 벌써 약속을 다 잡아놨지.	0
헐! 나 이벤트에 당첨 되었대!	0
한 명인데 그게 내가 된 거야!	0
선물이 마음에 드니까 이벤트에 신청했지. 아주 비싼 향수야.	0
아직 안했어. 선물이 도착하면 같이 할라고.	0
내가 마라톤 대회 신청했었잖아. 그런데 내 기록보다 훨씬 잘 나왔어!	0
맞아. 같이 의지해가면서 뛰는 사람들 있었어.	0
이벤트에 당첨자는 한 명 뽑는 거였는데 내가 된 거야! 정말 운이 좋지?	0
